"id","name","grid","homepage","rdf-schema#seeAlso","owl#sameAS","created"
"143544115","Snam","","http://www.snam.it/","http://en.wikipedia.org/wiki/Snam","http://dbpedia.org/resource/Snam","2016-06-24"
"146613903","Shanghai Lixin University of Commerce","grid.440634.1","","http://en.wikipedia.org/wiki/Shanghai_Lixin_University_of_Commerce","http://dbpedia.org/resource/Shanghai_Lixin_University_of_Commerce","2016-06-24"
"154023281","British University in Egypt","grid.440862.c","http://www.bue.edu.eg/","http://en.wikipedia.org/wiki/British_University_in_Egypt","http://dbpedia.org/resource/British_University_in_Egypt","2016-06-24"
"159129438","Universit&#x00E9; du Qu&#x00E9;bec &#x00E0; Montr&#x00E9;al","","https://uqam.ca/","http://en.wikipedia.org/wiki/Université_du_Québec_à_Montréal","http://dbpedia.org/resource/Université_du_Québec_à_Montréal","2016-06-24"
"164218144","Royal Scientific Society","grid.426112.2","http://www.rss.jo/","http://en.wikipedia.org/wiki/Royal_Scientific_Society","http://dbpedia.org/resource/Royal_Scientific_Society","2016-06-24"
"164861460","Manipal University","grid.411639.8","http://www.manipal.edu/","http://en.wikipedia.org/wiki/Manipal_University","http://dbpedia.org/resource/Manipal_University","2016-06-24"
"182409067","General Instrument","","","http://en.wikipedia.org/wiki/General_Instrument","http://dbpedia.org/resource/General_Instrument","2016-06-24"
"2801732343","Royal Hallamshire Hospital","grid.416126.6","","http://en.wikipedia.org/wiki/Royal_Hallamshire_Hospital","http://dbpedia.org/resource/Royal_Hallamshire_Hospital","2018-05-17"
"184896493","Sari Agricultural Sciences and Natural Resources University","grid.462824.e","http://sanru.ac.ir/","http://en.wikipedia.org/wiki/Sari_Agricultural_Sciences_and_Natural_Resources_University","http://dbpedia.org/resource/Sari_Agricultural_Sciences_and_Natural_Resources_University","2016-06-24"
"192513696","National University of San Marcos","grid.10800.39","http://www.unmsm.edu.pe/","http://en.wikipedia.org/wiki/National_University_of_San_Marcos","http://dbpedia.org/resource/National_University_of_San_Marcos","2016-06-24"
"197204398","Laboratoires Pierre Fabre","grid.476675.1","http://www.pierre-fabre.com/","http://en.wikipedia.org/wiki/Laboratoires_Pierre_Fabre","http://dbpedia.org/resource/Laboratoires_Pierre_Fabre","2016-06-24"
"200719446","Vanderbilt University","grid.152326.1","http://www.vanderbilt.edu/","http://en.wikipedia.org/wiki/Vanderbilt_University","http://dbpedia.org/resource/Vanderbilt_University","2016-06-24"
"207624831","Slovak Academy of Sciences","grid.419303.c","http://www.sav.sk/","http://en.wikipedia.org/wiki/Slovak_Academy_of_Sciences","http://dbpedia.org/resource/Slovak_Academy_of_Sciences","2016-06-24"
"235742055","Kingston Business School","","http://business.kingston.ac.uk/","http://en.wikipedia.org/wiki/Kingston_Business_School","http://dbpedia.org/resource/Kingston_Business_School","2016-06-24"
"328400376","Office qu&#x00E9;b&#x00E9;cois de la langue fran&#x00E7;aise","","http://www.oqlf.gouv.qc.ca/","http://en.wikipedia.org/wiki/Office_québécois_de_la_langue_française","http://dbpedia.org/resource/Office_québécois_de_la_langue_française","2016-06-24"
"901242617","Zimmer Holdings","grid.492256.e","http://www.zimmerbiomet.com/","http://en.wikipedia.org/wiki/Zimmer_Biomet","http://dbpedia.org/resource/Zimmer_Biomet","2016-06-24"
"1285204247","Cincinnati Children&#039;s Hospital Medical Center","grid.239573.9","http://www.cincinnatichildrens.org/","http://en.wikipedia.org/wiki/Cincinnati_Children's_Hospital_Medical_Center","http://dbpedia.org/resource/Cincinnati_Children's_Hospital_Medical_Center","2016-06-24"
"1310196399","Rolls-Royce Limited","","http://www.rolls-royce.com/","http://en.wikipedia.org/wiki/Rolls-Royce_Limited","http://dbpedia.org/resource/Rolls-Royce_Limited","2016-06-24"
"1315320054","AT&amp;T Information Systems","","","http://en.wikipedia.org/wiki/AT&T_Information_Systems","http://dbpedia.org/resource/AT&T_Information_Systems","2016-06-24"
"1322910049","Federal Highway Administration","grid.483785.5","http://www.fhwa.dot.gov/","http://en.wikipedia.org/wiki/Federal_Highway_Administration","http://dbpedia.org/resource/Federal_Highway_Administration","2016-06-24"
"1340311125","BBC World Service","","http://www.bbcworldservice.com/","http://en.wikipedia.org/wiki/BBC_World_Service","http://dbpedia.org/resource/BBC_World_Service","2016-06-24"
"2799730327","European Council","grid.491896.b","","http://en.wikipedia.org/wiki/European_Council","http://dbpedia.org/resource/European_Council","2018-05-17"
"2799909505","Savannah River National Laboratory","grid.451247.1","","http://en.wikipedia.org/wiki/Savannah_River_National_Laboratory","http://dbpedia.org/resource/Savannah_River_National_Laboratory","2018-05-17"
"2801037857","Government of Victoria","grid.453690.d","","http://en.wikipedia.org/wiki/Government_of_Victoria_(Australia)","http://dbpedia.org/resource/Government_of_Victoria_(Australia)","2018-05-17"
"2801044051","Great Lakes Bioenergy Research Center","grid.454753.4","","http://en.wikipedia.org/wiki/Great_Lakes_Bioenergy_Research_Center","http://dbpedia.org/resource/Great_Lakes_Bioenergy_Research_Center","2018-05-17"
"2801219303","Graduate Hospital","grid.413271.2","","http://en.wikipedia.org/wiki/Graduate_Hospital","http://dbpedia.org/resource/Graduate_Hospital","2018-05-17"
"2801766299","Medisch Spectrum Twente","grid.415214.7","","http://en.wikipedia.org/wiki/Medisch_Spectrum_Twente","http://dbpedia.org/resource/Medisch_Spectrum_Twente","2018-05-17"
"2802114983","Concord Consortium","grid.298366.0","","http://en.wikipedia.org/wiki/Concord_Consortium","http://dbpedia.org/resource/Concord_Consortium","2018-05-17"
"3018557291","Kanagawa Prefectural Hospital","grid.414944.8","http://kanagawa-pho.jp/","","","2020-05-01"
"4602263","Annie E. Casey Foundation","grid.478258.4","http://www.aecf.org/","http://en.wikipedia.org/wiki/Annie_E._Casey_Foundation","http://dbpedia.org/resource/Annie_E._Casey_Foundation","2016-06-24"
"12294850","Illawarra Health &amp; Medical Research Institute","","http://ihmri.uow.edu.au/index.html","http://en.wikipedia.org/wiki/Illawarra_Health_&_Medical_Research_Institute","http://dbpedia.org/resource/Illawarra_Health_&_Medical_Research_Institute","2016-06-24"
"12469534","Quaid-i-Azam University","grid.412621.2","http://www.qau.edu.pk/","http://en.wikipedia.org/wiki/Quaid-i-Azam_University","http://dbpedia.org/resource/Quaid-i-Azam_University","2016-06-24"
"23077957","Chungwoon University","grid.443754.5","http://home.chungwoon.ac.kr/","http://en.wikipedia.org/wiki/Chungwoon_University","http://dbpedia.org/resource/Chungwoon_University","2016-06-24"
"34403800","Leibniz Institute of Marine Sciences","grid.15649.3f","http://www.geomar.de/en/","http://en.wikipedia.org/wiki/GEOMAR_Helmholtz_Centre_for_Ocean_Research_Kiel","http://dbpedia.org/resource/GEOMAR_Helmholtz_Centre_for_Ocean_Research_Kiel","2016-06-24"
"39481719","Institut national de la recherche scientifique","grid.418084.1","http://www.inrs.ca/","http://en.wikipedia.org/wiki/Institut_national_de_la_recherche_scientifique","http://dbpedia.org/resource/Institut_national_de_la_recherche_scientifique","2016-06-24"
"42766147","University of Toyama","grid.267346.2","http://www.u-toyama.ac.jp/en/index.html","http://en.wikipedia.org/wiki/University_of_Toyama","http://dbpedia.org/resource/University_of_Toyama","2016-06-24"
"47327664","Federal University of Maranh&#x00E3;o","grid.411204.2","http://www.ufma.br/","http://en.wikipedia.org/wiki/Federal_University_of_Maranhão","http://dbpedia.org/resource/Federal_University_of_Maranhão","2016-06-24"
"47501254","F-Secure","","http://www.f-secure.com/","http://en.wikipedia.org/wiki/F-Secure","http://dbpedia.org/resource/F-Secure","2016-06-24"
"50583767","World University of Bangladesh","grid.443065.0","http://www.wub.edu.bd/","http://en.wikipedia.org/wiki/World_University_of_Bangladesh","http://dbpedia.org/resource/World_University_of_Bangladesh","2016-06-24"
"50702494","Milwaukee School of Engineering","grid.260064.6","http://www.msoe.edu/","http://en.wikipedia.org/wiki/Milwaukee_School_of_Engineering","http://dbpedia.org/resource/Milwaukee_School_of_Engineering","2016-06-24"
"57917963","American College of Emergency Physicians","grid.417937.f","http://www.acep.org/","http://en.wikipedia.org/wiki/American_College_of_Emergency_Physicians","http://dbpedia.org/resource/American_College_of_Emergency_Physicians","2016-06-24"
"59897056","California State University, Long Beach","grid.213902.b","http://www.csulb.edu/","http://en.wikipedia.org/wiki/California_State_University,_Long_Beach","http://dbpedia.org/resource/California_State_University,_Long_Beach","2016-06-24"
"64492213","International Center for Tropical Agriculture","grid.418348.2","http://ciat.cgiar.org/","http://en.wikipedia.org/wiki/International_Center_for_Tropical_Agriculture","http://dbpedia.org/resource/International_Center_for_Tropical_Agriculture","2016-06-24"
"79279574","Green Templeton College","","http://www.gtc.ox.ac.uk/","http://en.wikipedia.org/wiki/Green_Templeton_College,_Oxford","http://dbpedia.org/resource/Green_Templeton_College,_Oxford","2016-06-24"
"82951845","RMIT University","grid.1017.7","http://www.rmit.edu.au/","http://en.wikipedia.org/wiki/RMIT_University","http://dbpedia.org/resource/RMIT_University","2016-06-24"
"84323379","United Space Alliance","grid.467097.b","http://www.unitedspacealliance.com/","http://en.wikipedia.org/wiki/United_Space_Alliance","http://dbpedia.org/resource/United_Space_Alliance","2016-06-24"
"98647062","Clariant","grid.472836.c","http://www.clariant.com/","http://en.wikipedia.org/wiki/Clariant","http://dbpedia.org/resource/Clariant","2016-06-24"
"119439378","University of Verona","grid.5611.3","http://www.univr.it/","http://en.wikipedia.org/wiki/University_of_Verona","http://dbpedia.org/resource/University_of_Verona","2016-06-24"
"119744171","Higher Colleges of Technology","grid.444463.5","http://www.hct.ac.ae/","http://en.wikipedia.org/wiki/Higher_Colleges_of_Technology","http://dbpedia.org/resource/Higher_Colleges_of_Technology","2016-06-24"
"121345201","INESC-ID","grid.14647.30","http://www.inesc-id.pt/","http://en.wikipedia.org/wiki/INESC-ID","http://dbpedia.org/resource/INESC-ID","2016-06-24"
"125392429","Tamil University","grid.412909.7","http://www.tamiluniversity.ac.in/","http://en.wikipedia.org/wiki/Tamil_University","http://dbpedia.org/resource/Tamil_University","2016-06-24"
"130654763","Richland College","grid.464517.5","http://www.richlandcollege.edu/","http://en.wikipedia.org/wiki/Richland_College","http://dbpedia.org/resource/Richland_College","2016-06-24"
"138873065","Long Island University","grid.259180.7","http://www.liu.edu/","http://en.wikipedia.org/wiki/Long_Island_University","http://dbpedia.org/resource/Long_Island_University","2016-06-24"
"139159150","University of Shiga Prefecture","grid.412698.0","http://www.usp.ac.jp/japanese/","http://en.wikipedia.org/wiki/University_of_Shiga_Prefecture","http://dbpedia.org/resource/University_of_Shiga_Prefecture","2016-06-24"
"140470919","Arid Forest Research Institute","grid.455246.4","http://afri.res.in/","http://en.wikipedia.org/wiki/Arid_Forest_Research_Institute","http://dbpedia.org/resource/Arid_Forest_Research_Institute","2016-06-24"
"141584323","University of Hertfordshire","grid.5846.f","http://www.herts.ac.uk/","http://en.wikipedia.org/wiki/University_of_Hertfordshire","http://dbpedia.org/resource/University_of_Hertfordshire","2016-06-24"
"145354842","University of Medical Sciences and Technology","grid.461214.4","http://www.umst-edu.sd/","http://en.wikipedia.org/wiki/University_of_Medical_Sciences_and_Technology","http://dbpedia.org/resource/University_of_Medical_Sciences_and_Technology","2016-06-24"
"145527848","European Business School London","","http://www.regents.ac.uk/","http://en.wikipedia.org/wiki/European_Business_School_London","http://dbpedia.org/resource/European_Business_School_London","2016-06-24"
"147310275","National Child Traumatic Stress Network","","http://www.nctsn.org/","http://en.wikipedia.org/wiki/National_Child_Traumatic_Stress_Network","http://dbpedia.org/resource/National_Child_Traumatic_Stress_Network","2016-06-24"
"148446530","College of Veterinary Science and Animal Husbandry","","http://www.cgkv.ac.in/veterinary.aspx","http://en.wikipedia.org/wiki/College_of_Veterinary_Science_and_Animal_Husbandry_(Anjora)","http://dbpedia.org/resource/College_of_Veterinary_Science_and_Animal_Husbandry_(Anjora)","2016-06-24"
"149640151","Peterson Institute for International Economics","grid.487624.b","https://piie.com/","http://en.wikipedia.org/wiki/Peterson_Institute_for_International_Economics","http://dbpedia.org/resource/Peterson_Institute_for_International_Economics","2016-06-24"
"151280546","Indian Academy of Pediatrics","","http://www.iapindia.org/","http://en.wikipedia.org/wiki/Indian_Academy_of_Pediatrics","http://dbpedia.org/resource/Indian_Academy_of_Pediatrics","2016-06-24"
"165580012","Geospatial Information Authority of Japan","grid.471518.e","http://www.gsi.go.jp/","http://en.wikipedia.org/wiki/Geospatial_Information_Authority_of_Japan","http://dbpedia.org/resource/Geospatial_Information_Authority_of_Japan","2016-06-24"
"169086405","Winthrop University","grid.268295.2","http://www.winthrop.edu/","http://en.wikipedia.org/wiki/Winthrop_University","http://dbpedia.org/resource/Winthrop_University","2016-06-24"
"175612370","Sternberg Astronomical Institute","","http://sai.msu.ru/","http://en.wikipedia.org/wiki/Sternberg_Astronomical_Institute","http://dbpedia.org/resource/Sternberg_Astronomical_Institute","2016-06-24"
"181412377","South Eastern University of Sri Lanka","grid.443394.d","http://www.seu.ac.lk/","http://en.wikipedia.org/wiki/South_Eastern_University_of_Sri_Lanka","http://dbpedia.org/resource/South_Eastern_University_of_Sri_Lanka","2016-06-24"
"181656237","Queen Margaret University","grid.104846.f","http://www.qmu.ac.uk/","http://en.wikipedia.org/wiki/Queen_Margaret_University","http://dbpedia.org/resource/Queen_Margaret_University","2016-06-24"
"184654094","Fayetteville State University","grid.255852.d","http://www.uncfsu.edu/","http://en.wikipedia.org/wiki/Fayetteville_State_University","http://dbpedia.org/resource/Fayetteville_State_University","2016-06-24"
"185203018","King Saud bin Abdulaziz University for Health Sciences","grid.412149.b","http://www.ksau-hs.edu.sa/","http://en.wikipedia.org/wiki/King_Saud_bin_Abdulaziz_University_for_Health_Sciences","http://dbpedia.org/resource/King_Saud_bin_Abdulaziz_University_for_Health_Sciences","2016-06-24"
"192805215","Damghan University","grid.411973.9","http://du.ac.ir/en","http://en.wikipedia.org/wiki/Damghan_University","http://dbpedia.org/resource/Damghan_University","2016-06-24"
"202438577","Mobil","","http://www.mobil.com/","http://en.wikipedia.org/wiki/Mobil","http://dbpedia.org/resource/Mobil","2016-06-24"
"233492666","Lala Lajpat Rai University of Veterinary and Animal Sciences","grid.448922.1","http://www.luvas.edu.in/","http://en.wikipedia.org/wiki/Lala_Lajpat_Rai_University_of_Veterinary_and_Animal_Sciences","http://dbpedia.org/resource/Lala_Lajpat_Rai_University_of_Veterinary_and_Animal_Sciences","2016-06-24"
"877025370","Insight Enterprises","","http://www.insight.com/","http://en.wikipedia.org/wiki/Insight_Enterprises","http://dbpedia.org/resource/Insight_Enterprises","2016-06-24"
"885507782","East West University","grid.442996.4","http://www.ewubd.edu/","http://en.wikipedia.org/wiki/East_West_University","http://dbpedia.org/resource/East_West_University","2016-06-24"
"1308066636","Nikken Sekkei","","http://www.nikken.co.jp/en/","http://en.wikipedia.org/wiki/Nikken_Sekkei","http://dbpedia.org/resource/Nikken_Sekkei","2016-06-24"
"1308824118","Pan-African University","","","http://en.wikipedia.org/wiki/Pan-African_University","http://dbpedia.org/resource/Pan-African_University","2016-06-24"
"1318788418","Missouri Department of Conservation","grid.484481.5","https://mdc.mo.gov/","http://en.wikipedia.org/wiki/Missouri_Department_of_Conservation","http://dbpedia.org/resource/Missouri_Department_of_Conservation","2016-06-24"
"1328723229","Planned Parenthood","grid.477710.2","http://www.plannedparenthood.org/","http://en.wikipedia.org/wiki/Planned_Parenthood","http://dbpedia.org/resource/Planned_Parenthood","2016-06-24"
"1329621470","Bhabha Atomic Research Centre","grid.418304.a","http://barc.gov.in/","http://en.wikipedia.org/wiki/Bhabha_Atomic_Research_Centre","http://dbpedia.org/resource/Bhabha_Atomic_Research_Centre","2016-06-24"
"1330063522","Johnson &amp; Johnson","","http://www.jnj.com/","http://en.wikipedia.org/wiki/Johnson_&_Johnson","http://dbpedia.org/resource/Johnson_&_Johnson","2016-06-24"
"2252230247","Gunadarma University","grid.9976.1","http://gunadarma.ac.id/","","","2016-06-24"
"2799371350","Multiple Sclerosis Foundation","grid.480941.0","","http://en.wikipedia.org/wiki/Multiple_Sclerosis_Foundation","http://dbpedia.org/resource/Multiple_Sclerosis_Foundation","2018-05-17"
"882086362","Wipro","grid.474766.0","http://www.wipro.com/","http://en.wikipedia.org/wiki/Wipro","http://dbpedia.org/resource/Wipro","2016-06-24"
"2802376228","Regional Medical Research Centre","grid.420069.9","","http://en.wikipedia.org/wiki/Regional_Medical_Research_Centre,_Dibrugarh","http://dbpedia.org/resource/Regional_Medical_Research_Centre,_Dibrugarh","2018-05-17"
"8484343","Inseec Business School","","http://www.inseec-bs.com/","http://en.wikipedia.org/wiki/INSEEC_Business_School","http://dbpedia.org/resource/INSEEC_Business_School","2016-06-24"
"13383945","Exponent","grid.418983.f","http://exponent.com/","http://en.wikipedia.org/wiki/Exponent_(consulting_firm)","http://dbpedia.org/resource/Exponent_(consulting_firm)","2016-06-24"
"15062923","Tianjin Normal University","grid.412735.6","http://www.tjnu.edu.cn/","http://en.wikipedia.org/wiki/Tianjin_Normal_University","http://dbpedia.org/resource/Tianjin_Normal_University","2016-06-24"
"22265921","National Central University","grid.37589.30","http://www.ncu.edu.tw/en","http://en.wikipedia.org/wiki/National_Central_University","http://dbpedia.org/resource/National_Central_University","2016-06-24"
"56308077","Indian Institute of Management Rohtak","grid.473676.7","http://www.iimrohtak.ac.in/","http://en.wikipedia.org/wiki/Indian_Institute_of_Management_Rohtak","http://dbpedia.org/resource/Indian_Institute_of_Management_Rohtak","2016-06-24"
"60060512","Trinity University","grid.265172.5","http://www.trinity.edu/","http://en.wikipedia.org/wiki/Trinity_University_(Texas)","http://dbpedia.org/resource/Trinity_University_(Texas)","2016-06-24"
"61250025","Wayo Women&#039;s University","grid.443771.2","http://www.wayo.ac.jp/","http://en.wikipedia.org/wiki/Wayo_Women's_University","http://dbpedia.org/resource/Wayo_Women's_University","2016-06-24"
"67080706","Alzahra University","grid.411354.6","http://www.alzahra.ac.ir/","http://en.wikipedia.org/wiki/Alzahra_University","http://dbpedia.org/resource/Alzahra_University","2016-06-24"
"71353707","Enel","grid.10506.32","http://www.enel.com/","http://en.wikipedia.org/wiki/Enel","http://dbpedia.org/resource/Enel","2016-06-24"
"72816309","Drexel University","grid.166341.7","http://www.drexel.edu/","http://en.wikipedia.org/wiki/Drexel_University","http://dbpedia.org/resource/Drexel_University","2016-06-24"
"74316835","Vodafone","grid.422445.1","http://vodafone.com/","http://en.wikipedia.org/wiki/Vodafone","http://dbpedia.org/resource/Vodafone","2016-06-24"
"90671886","Epoka University","grid.448688.e","http://www.epoka.edu.al/","http://en.wikipedia.org/wiki/Epoka_University","http://dbpedia.org/resource/Epoka_University","2016-06-24"
"111467783","Pontifical Gregorian University","grid.449289.a","http://www.unigre.it/","http://en.wikipedia.org/wiki/Pontifical_Gregorian_University","http://dbpedia.org/resource/Pontifical_Gregorian_University","2016-06-24"
"115752224","University of Insubria","grid.18147.3b","http://www.uninsubria.eu/","http://en.wikipedia.org/wiki/University_of_Insubria","http://dbpedia.org/resource/University_of_Insubria","2016-06-24"
"122205739","Instituto Nacional de Engenharia, Tecnologia e Inova&#x00E7;&#x00E3;o","","http://www.ineti.pt/","http://en.wikipedia.org/wiki/Instituto_Nacional_de_Engenharia,_Tecnologia_e_Inovação","http://dbpedia.org/resource/Instituto_Nacional_de_Engenharia,_Tecnologia_e_Inovação","2016-06-24"
"141103825","Nanchang Institute of Technology","grid.410729.9","http://www.nit.edu.cn/index.htm","http://en.wikipedia.org/wiki/Nanchang_Institute_of_Technology","http://dbpedia.org/resource/Nanchang_Institute_of_Technology","2016-06-24"
"143414431","Essentia Health","grid.428919.f","http://www.essentiahealth.org/Main/Home.aspx","http://en.wikipedia.org/wiki/Essentia_Health","http://dbpedia.org/resource/Essentia_Health","2016-06-24"
"145487455","Cairo University","grid.7776.1","http://www.cu.edu.eg/","http://en.wikipedia.org/wiki/Cairo_University","http://dbpedia.org/resource/Cairo_University","2016-06-24"
"149700789","Augustana University","","http://www.augie.edu/","http://en.wikipedia.org/wiki/Augustana_College_(South_Dakota)","http://dbpedia.org/resource/Augustana_College_(South_Dakota)","2016-06-24"
"150897235","University of Clermont-Ferrand","","","http://en.wikipedia.org/wiki/University_of_Clermont-Ferrand","http://dbpedia.org/resource/University_of_Clermont-Ferrand","2016-06-24"
"153551853","UniCredit","grid.436156.3","http://www.unicreditgroup.eu/","http://en.wikipedia.org/wiki/UniCredit","http://dbpedia.org/resource/UniCredit","2016-06-24"
"155976169","Witten/Herdecke University","grid.412581.b","http://www.uni-wh.de/en/","http://en.wikipedia.org/wiki/Witten/Herdecke_University","http://dbpedia.org/resource/Witten/Herdecke_University","2016-06-24"
"158404207","City College of San Francisco","grid.254251.5","http://www.ccsf.edu/","http://en.wikipedia.org/wiki/City_College_of_San_Francisco","http://dbpedia.org/resource/City_College_of_San_Francisco","2016-06-24"
"161318765","University of California, Los Angeles","grid.19006.3e","http://www.ucla.edu/","http://en.wikipedia.org/wiki/University_of_California,_Los_Angeles","http://dbpedia.org/resource/University_of_California,_Los_Angeles","2016-06-24"
"173145899","Takasaki City University of Economics","grid.444877.c","http://www.tcue.ac.jp/english/","http://en.wikipedia.org/wiki/Takasaki_City_University_of_Economics","http://dbpedia.org/resource/Takasaki_City_University_of_Economics","2016-06-24"
"180140025","Brooklyn Law School","grid.454635.5","http://www.brooklaw.edu/","http://en.wikipedia.org/wiki/Brooklyn_Law_School","http://dbpedia.org/resource/Brooklyn_Law_School","2016-06-24"
"184840846","Virginia Commonwealth University","grid.224260.0","http://www.vcu.edu/","http://en.wikipedia.org/wiki/Virginia_Commonwealth_University","http://dbpedia.org/resource/Virginia_Commonwealth_University","2016-06-24"
"195795380","Tambov State Technical University","grid.440728.d","http://www.tstu.ru/","http://en.wikipedia.org/wiki/Tambov_State_Technical_University","http://dbpedia.org/resource/Tambov_State_Technical_University","2016-06-24"
"206681638","National Council of Teachers of English","","http://www.ncte.org/","http://en.wikipedia.org/wiki/National_Council_of_Teachers_of_English","http://dbpedia.org/resource/National_Council_of_Teachers_of_English","2016-06-24"
"223669574","Shahid Sadoughi University of Medical Sciences and Health Services","grid.412505.7","http://www.ssu.ac.ir/","http://en.wikipedia.org/wiki/Shahid_Sadoughi_University_of_Medical_Sciences_and_Health_Services","http://dbpedia.org/resource/Shahid_Sadoughi_University_of_Medical_Sciences_and_Health_Services","2016-06-24"
"234206111","PFC Energy","","http://pfcenergy.com/","http://en.wikipedia.org/wiki/PFC_Energy","http://dbpedia.org/resource/PFC_Energy","2016-06-24"
"250383648","Izmir K&#x00E2;tip &#x00C7;elebi University","grid.411795.f","http://www.ikc.edu.tr/","http://en.wikipedia.org/wiki/İzmir_Kâtip_Çelebi_University","http://dbpedia.org/resource/İzmir_Kâtip_Çelebi_University","2016-06-24"
"1289678106","Office of the Assistant Secretary for Preparedness and Response","","http://phe.gov/","http://en.wikipedia.org/wiki/Office_of_the_Assistant_Secretary_for_Preparedness_and_Response","http://dbpedia.org/resource/Office_of_the_Assistant_Secretary_for_Preparedness_and_Response","2016-06-24"
"1296812847","Public Policy Institute of California","grid.427229.8","http://www.ppic.org/","http://en.wikipedia.org/wiki/Public_Policy_Institute_of_California","http://dbpedia.org/resource/Public_Policy_Institute_of_California","2016-06-24"
"1308729876","British Columbia Ministry of Health","grid.453059.e","http://health.gov.bc.ca/","http://en.wikipedia.org/wiki/Ministry_of_Health_(British_Columbia)","http://dbpedia.org/resource/Ministry_of_Health_(British_Columbia)","2016-06-24"
"908295793","Coordinadora Mercantil S.A","","","","","2016-06-24"
"1314883814","Thailand Ministry of Industry","","","http://en.wikipedia.org/wiki/Ministry_of_Industry_(Thailand)","http://dbpedia.org/resource/Ministry_of_Industry_(Thailand)","2016-06-24"
"1327999914","Sybase","","http://www.sybase.com/","http://en.wikipedia.org/wiki/Sybase","http://dbpedia.org/resource/Sybase","2016-06-24"
"1342391420","Centre for Maritime Research and Experimentation","grid.425579.8","http://www.cmre.nato.int/","http://en.wikipedia.org/wiki/Centre_for_Maritime_Research_and_Experimentation","http://dbpedia.org/resource/Centre_for_Maritime_Research_and_Experimentation","2016-06-24"
"1342728388","Strong Memorial Hospital","grid.416663.0","https://www.urmc.rochester.edu/strong-memorial.aspx","http://en.wikipedia.org/wiki/Strong_Memorial_Hospital","http://dbpedia.org/resource/Strong_Memorial_Hospital","2016-06-24"
"1343312335","Council of State Governments","grid.421591.a","http://www.csg.org/","http://en.wikipedia.org/wiki/Council_of_State_Governments","http://dbpedia.org/resource/Council_of_State_Governments","2016-06-24"
"2799810450","Sheba Medical Center","grid.413795.d","","http://en.wikipedia.org/wiki/Sheba_Medical_Center","http://dbpedia.org/resource/Sheba_Medical_Center","2018-05-17"
"2800262513","Jahrom University","grid.470225.6","","http://en.wikipedia.org/wiki/Jahrom_university","http://dbpedia.org/resource/Jahrom_university","2018-05-17"
"2801577029","North District Hospital","grid.490321.d","","http://en.wikipedia.org/wiki/North_District_Hospital","http://dbpedia.org/resource/North_District_Hospital","2018-05-17"
"2801748203","Hammersmith Hospital","grid.413629.b","","http://en.wikipedia.org/wiki/Hammersmith_Hospital","http://dbpedia.org/resource/Hammersmith_Hospital","2018-05-17"
"2802629923","Australian Astronomical Observatory","grid.450420.7","","http://en.wikipedia.org/wiki/Australian_Astronomical_Observatory","http://dbpedia.org/resource/Australian_Astronomical_Observatory","2018-05-17"
"16489122","Easwari Engineering College","","http://srmeaswari.ac.in/","http://en.wikipedia.org/wiki/Easwari_Engineering_College","http://dbpedia.org/resource/Easwari_Engineering_College","2016-06-24"
"16894184","Synchrotron Radiation Center","","http://www.src.wisc.edu/","http://en.wikipedia.org/wiki/Synchrotron_Radiation_Center","http://dbpedia.org/resource/Synchrotron_Radiation_Center","2016-06-24"
"22407884","University of Maryland Eastern Shore","grid.266678.b","http://www.umes.edu/","http://en.wikipedia.org/wiki/University_of_Maryland_Eastern_Shore","http://dbpedia.org/resource/University_of_Maryland_Eastern_Shore","2016-06-24"
"23877868","Serco Group","grid.422124.3","http://www.serco.com/","http://en.wikipedia.org/wiki/Serco","http://dbpedia.org/resource/Serco","2016-06-24"
"24240610","American University of Paris","grid.438296.2","https://www.aup.edu/","http://en.wikipedia.org/wiki/American_University_of_Paris","http://dbpedia.org/resource/American_University_of_Paris","2016-06-24"
"26840924","Mediterranean University","grid.446017.0","http://www.unimediteran.net/","http://en.wikipedia.org/wiki/Mediterranean_University","http://dbpedia.org/resource/Mediterranean_University","2016-06-24"
"32377083","Yangtze Normal University","grid.449845.0","http://www.yznu.edu.cn/","http://en.wikipedia.org/wiki/Yangtze_Normal_University","http://dbpedia.org/resource/Yangtze_Normal_University","2016-06-24"
"35409948","Harish-Chandra Research Institute","grid.450311.2","http://www.hri.res.in/","http://en.wikipedia.org/wiki/Harish-Chandra_Research_Institute","http://dbpedia.org/resource/Harish-Chandra_Research_Institute","2016-06-24"
"35445894","Prescott College","grid.423309.f","http://www.prescott.edu/","http://en.wikipedia.org/wiki/Prescott_College","http://dbpedia.org/resource/Prescott_College","2016-06-24"
"38538140","Asian Institute of Technology","grid.418142.a","http://www.ait.asia/","http://en.wikipedia.org/wiki/Asian_Institute_of_Technology","http://dbpedia.org/resource/Asian_Institute_of_Technology","2016-06-24"
"46324649","DigitalGlobe","","http://www.digitalglobe.com/","http://en.wikipedia.org/wiki/DigitalGlobe","http://dbpedia.org/resource/DigitalGlobe","2016-06-24"
"47529993","Norwegian Institute of Technology","","http://www.ntnu.edu/","http://en.wikipedia.org/wiki/Norwegian_Institute_of_Technology","http://dbpedia.org/resource/Norwegian_Institute_of_Technology","2016-06-24"
"56657469","University of North London","","http://www.londonmet.ac.uk/","http://en.wikipedia.org/wiki/University_of_North_London","http://dbpedia.org/resource/University_of_North_London","2016-06-24"
