"id","name","created"
"1191474766","Field-Programmable Logic and Applications","2016-06-24"
"1201175904","International Conference on Reliable Software Technologies","2016-06-24"
"2754932198","International Workshop on Computer Science and Engineering","2017-09-25"
"2755226198","International Conference on Electronic Materials and Packaging","2017-09-25"
"1133691915","Asia Pacific Conference on Circuits and Systems","2016-06-24"
"1135237122","ACM Multimedia","2016-06-24"
"2622168059","Topical Meeting on Silicon Monolithic Integrated Circuits in RF Systems","2017-06-15"
"2754133892","International Symposium on Information Technology","2017-09-25"
"2754923793","International Conference on Manipulation, Manufacturing and Measurement on Nanoscale","2017-09-25"
"2755058989","Joint International Conference on Information Sciences","2017-09-25"
"2622134253","European Solid-State Device Research Conference","2017-06-15"
"2624310872","North American Power Symposium","2017-06-15"
"2624656010","International Conference on Emerging Technologies","2017-06-15"
"2756250854","International Conference on Optoelectronics and Image Processing","2017-09-25"
"2898114439","International Workshop Algebraic and Combinatorial Coding Theory","2018-11-02"
"1172379331","Artificial Intelligence in Education","2016-06-24"
"2537396833","Association for Information Science and Technology","2016-10-28"
"2625551219","Evaluation and Assessment in Software Engineering","2017-06-23"
"2755265722","IEEE Conference on Biomedical Engineering and Sciences","2017-09-25"
"1136783206","International Conference on Parallel and Distributed Systems","2016-06-24"
"1137552346","Static Analysis Symposium","2016-06-24"
"2627043526","Interaction Design and Children","2017-06-23"
"2755171650","Nordic Signal Processing Symposium","2017-09-25"
"2755314191","European conference on Machine Learning","2017-09-25"
"2898370293","International OMNeT++ Community Summit","2018-11-02"
"2898391096","Workshop Ubiquitous Music","2018-11-02"
"1166230065","Formal Methods in Computer-Aided Design","2016-06-24"
"1180274659","Network and Distributed System Security Symposium","2016-06-24"
"2755414939","International Conference on Industrial Engineering and Systems Management","2017-09-25"
"2758099404","USENIX Summer Technical Conference","2017-10-06"
"1122418201","Digital Systems Design","2016-06-24"
"1127352206","Programming Language Design and Implementation","2016-06-24"
"1140216390","International Conference on Information Systems","2016-06-24"
"1150919317","International Symposium on Microarchitecture","2016-06-24"
"1152271581","Computer Graphics International","2016-06-24"
"1162013546","Conference on Computational Complexity","2016-06-24"
"1184048318","International Workshop on Security","2016-06-24"
"2754049124","International Symposium on Electromagnetic Launch Technology","2017-09-25"
"2754729378","USENIX conference on Hot topics in storage and file systems","2017-09-25"
"2755509916","CSI International Symposium on Artificial Intelligence and Signal Processing","2017-09-25"
"2756153282","Conference on e-Business, e-Services and e-Society","2017-09-25"
"2756393639","IEEE International Conference on Signal and Image Processing","2017-09-25"
"2757357463","ACM SIGPLAN conference on History of Programming Languages","2017-10-06"
"2759023276","Language Descriptions, Tools and Applications","2017-10-06"
"2898585391","REHVA HVAC World Congress","2018-11-02"
"1121493235","Artificial Intelligence: Methodology, Systems, Applications","2016-06-24"
"1136631244","International Conference on Principles of Distributed Systems","2016-06-24"
"1140213147","Theory and Application of Cryptographic Techniques","2016-06-24"
"1169806927","Formal Methods","2016-06-24"
"1188965700","Research in Computational Molecular Biology","2016-06-24"
"1197725624","Software Engineering for Resilient Systems","2016-06-24"
"2621911652","Shape Modeling International Conference","2017-06-15"
"2622815044","Cement Industry Technical Conference","2017-06-15"
"2625190319","International Conference on APL","2017-06-23"
"2754637515","International Conference on Smart Grid and Clean Energy Technologies","2017-09-25"
"2757226066","International Symposium on Stabilization, Safety, and Security of Distributed Systems","2017-10-06"
"1169373553","Information Sciences, Signal Processing and their Applications","2016-06-24"
"1170695740","Systems, Man and Cybernetics","2016-06-24"
"2622930878","International Conference on Methods and Models in Automation and Robotics","2017-06-15"
"2623190570","International Symposium on Wireless Pervasive Computing","2017-06-15"
"2624946902","Symposium on Small Systems","2017-06-23"
"2625105974","Workshop on Parallel &amp; Distributed Debugging","2017-06-23"
"2754760940","International Symposium on Electrets","2017-09-25"
"2755307621","International Conference on Electrical, Control and Computer Engineering","2017-09-25"
"2755813646","Asian Control Conference","2017-09-25"
"1174458453","Information Security Practice and Experience","2016-06-24"
"2622250501","Conference on Software Engineering Education and Training","2017-06-15"
"2623605732","International Conference on ASIC","2017-06-15"
"2753990971","International Conference on Human Centered Computing","2017-09-25"
"2754492142","International Computer Music Conference","2017-09-25"
"2755590033","International Conference on Progress in Cultural Heritage Preservation","2017-09-25"
"1179814642","International Workshop on OpenMP","2016-06-24"
"2624387484","International Workshop on Applied Measurements for Power Systems","2017-06-15"
"2734428011","International Workshop on Advanced Ground Penetrating Radar","2017-07-21"
"2755267605","IEEE Congress on Services","2017-09-25"
"2756487522","Exploring Modeling Methods for Systems Analysis and Design","2017-10-06"
"2757979746","Brain Inspired Cognitive Systems","2017-10-06"
"1125007497","Workshop on Approximation and Online Algorithms","2016-06-24"
"1134101006","International Conference on Semantic Computing","2016-06-24"
"1141762878","Biometrics and Electronic Signatures","2016-06-24"
"1163280044","Flexible Query Answering Systems","2016-06-24"
"1169379829","Requirements Engineering: Foundation for Software Quality","2016-06-24"
"2754420305","Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems","2017-09-25"
"2754632699","ACM Transactions on Asian and Low-Resource Language Information Processing","2017-09-25"
"1121344769","Ad Hoc Networks","2016-06-24"
"1156437979","Mathematics of Language","2016-06-24"
"1160032607","Symposium on Principles of Programming Languages","2016-06-24"
"1198629739","Artificial Intelligence and Interactive Digital Entertainment Conference","2016-06-24"
"2754929257","Iranian Joint Congress on Fuzzy and Intelligent Systems","2017-09-25"
"2760724673","Adaptive and Learning Agents","2017-10-06"
"1165958984","Computer Science Logic","2016-06-24"
"1183230087","International Solid-State Circuits Conference","2016-06-24"
"1195800536","Parallel Computing","2016-06-24"
"1198780418","Conference on Decision and Control","2016-06-24"
"2753949760","International Conference on Nanoscience and Nanotechnology","2017-09-25"
"2754451680","Glottometrics","2017-09-25"
"2754562224","IEEE International Conference on Information Acquisition","2017-09-25"
"2754679666","International Kharkov Symposium on Physics and Engineering of Microwaves, Millimeter, and Submillimeter Waves","2017-09-25"
"2755582339","International Conference on Machine Vision","2017-09-25"
"2755747537","Joint IFIP Wireless and Mobile Networking Conference","2017-09-25"
"2756328140","IEEE Nuclear Science Symposium","2017-09-25"
"1122308263","Workshop on Information Security Applications","2016-06-24"
"1152604843","International Conference on Artificial Immune Systems","2016-06-24"
"1159925514","Conference on Privacy, Security and Trust","2016-06-24"
"1173972131","International Conference on Mobile and Ubiquitous Systems: Networking and Services","2016-06-24"
"1174915412","Electronic Commerce","2016-06-24"
"1187160151","Dependable Systems and Networks","2016-06-24"
"1187420394","Document Engineering","2016-06-24"
"1187726438","International Conference on Information Technology: New Generations","2016-06-24"
"1197179538","Pacific-Asia Conference on Circuits, Communications and Systems","2016-06-24"
"1200891582","Computational Models of Argument","2016-06-24"
"1200979010","International Conference on Agents and Artificial Intelligence","2016-06-24"
"2626107884","Software Configuration Management Workshop","2017-06-23"
"2735158333","International IEEE/EMBS Conference on Neural Engineering","2017-07-21"
"2754470935","IEEE Industry Applications Society Annual Meeting","2017-09-25"
"2754660096","IEEE Asia-Pacific Conference on Antennas and Propagation","2017-09-25"
"2755724983","International Conference on Human Haptic Sensing and Touch Enabled Computer Applications","2017-09-25"
"2755912860","The Power Electronics, Drive Systems &amp; Technologies Conference","2017-09-25"
"2755945200","Asia-Pacific Magnetic Recording Conference","2017-09-25"
"2756114173","Distributed Memory Computing Conference","2017-09-25"
"2898127558","International Workshop Formal Techniques for Safety-Critical Systems","2018-11-02"
"2898320085","Workshop Artificial Life and Evolutionary Computation","2018-11-02"
"1124125381","VLSI Test Symposium","2016-06-24"
"1130347816","Field-Programmable Technology","2016-06-24"
"1180161503","Soft Computing and Pattern Recognition","2016-06-24"
"2623320220","IEEE India Conference","2017-06-15"
"2754697363","Technology Management for Global Future - PICMET Conference","2017-09-25"
"2755924430","European Conference on Wireless Technology","2017-09-25"
"2755934618","Conference on Human Interface","2017-09-25"
"1196868077","International Conference on Computer Vision and Graphics","2016-06-24"
"2754183309","International Conference on Robotics and Mechatronics","2017-09-25"
"2755482459","Smart Grid Conference","2017-09-25"
"2756318837","International Conference on Deductive and Object-Oriented Databases","2017-09-25"
"1124713781","International Conference on Weblogs and Social Media","2016-06-24"
"1173521070","Web-Age Information Management","2016-06-24"
"1184914352","National Conference on Artificial Intelligence","2016-06-24"
"1194923781","Multiagent System Technologies","2016-06-24"
"2754690216","International Conference on Information Science and Applications","2017-09-25"
"2754892586","International Conference on Intelligent Processing and Manufacturing of Materials","2017-09-25"
"2755017206","International Forum on Information Technology and Applications","2017-09-25"
"2898112258","Seminar Nasional Multidisiplin","2018-11-02"
"2898209340","Society Pediatric Psychology Conference","2018-11-02"
"1119712653","Computer Applications in Industry and Engineering","2016-06-24"
"1144120221","New Trends in Software Methodologies, Tools and Techniques","2016-06-24"
"1144604942","Nordic Conference on Human-Computer Interaction","2016-06-24"
"1157881478","Workshop on Image Analysis for Multimedia Interactive Services","2016-06-24"
"1162660226","Web and Wireless Geographical Information Systems","2016-06-24"
"1185931494","Federated Conference on Computer Science and Information Systems","2016-06-24"
"1187862248","Brazilian Symposium on Bioinformatics","2016-06-24"
"2533559355","Graphics Interface","2016-10-28"
"2538156572","Academy of Management Annual Meeting","2016-10-28"
"2623057608","International Workshop on Signal Processing Advances in Wireless Communications","2017-06-15"
"2623982781","Pacific Rim Conference on Communications, Computers and Signal Processing","2017-06-15"
"2754456056","IEEE International Conference on Software Analysis, Evolution, and Reengineering","2017-09-25"
"2754669714","IFIP Conference on history of nordic computing","2017-09-25"
"2755175125","International Conference on Cross-Cultural Design","2017-09-25"
"2755305800","Visual Information Processing Conference","2017-09-25"
"2757866354","Conference on Implementation and Application of Automata","2017-10-06"
"2758299037","Mathematical Methods for Curves and Surfaces","2017-10-06"
"2758506058","International Symposium on Ambient Intelligence","2017-10-06"
"2898109197","International Seminar Metallurgy and Materials","2018-11-02"
"2898208945","Communication and Signal Processing","2018-11-02"
"2898587498","International Conference Internet Studies","2018-11-02"
"1139297330","Asian Symposium on Programming Languages and Systems","2016-06-24"
"1166315290","User Interface Software and Technology","2016-06-24"
"2537263150","Economics and Computation","2016-10-28"
"2623948813","International Conference on Signal Processing and Communication Systems","2017-06-15"
"2754108113","IEEE PES Power Systems Conference and Exposition","2017-09-25"
"2754775545","IEEE Symposium on Industrial Electronics and Applications","2017-09-25"
"2756222420","International Conference on Distributed, Ambient, and Pervasive Interactions","2017-09-25"
"2759233208","International Workshop on Enterprise Interoperability","2017-10-06"
"1126579363","European Conference on Mobile Robots","2016-06-24"
"1145950025","Performance Evaluation Methodolgies and Tools","2016-06-24"
"1175727152","International Symposium on Algorithms and Computation","2016-06-24"
"2622554062","International Carnahan Conference on Security Technology","2017-06-15"
"2735779883","Quantum Electronics and Laser Science Conference","2017-07-21"
"2756259377","International Conference on Supply Chain Management and Information","2017-09-25"
"2757484200","Multiple Classifier Systems","2017-10-06"
"2758740029","Congress of the Italian Association for Artificial Intelligence","2017-10-06"
"2898391823","International Workshop Algorithmic Foundations Robotics","2018-11-02"
"1127419992","International Conference on Human-Computer Interaction","2016-06-24"
"1152478978","European Workshop on Computational Geometry","2016-06-24"
"1174979956","European Conference on Modelling Foundations and Applications","2016-06-24"
"2623179781","Bipolar/BiCMOS Circuits and Technology Meeting","2017-06-15"
"2623794690","European Microwave Integrated Circuits Conference","2017-06-15"
"2757403054","Soft Computing for Problem Solving","2017-10-06"
"1165196434","International Conference on Intelligent Robotics and Applications","2016-06-24"
"1173173816","Formal Techniques for (Networked and) Distributed Systems","2016-06-24"
"1173897633","Privacy Enhancing Technologies","2016-06-24"
"1179516875","Summer Computer Simulation Conference","2016-06-24"
"1190496814","Multimedia Information Retrieval","2016-06-24"
"1195359883","International Conference on Biomedical Electronics and Devices","2016-06-24"
"2624118894","Rural Electric Power Conference","2017-06-15"
"2754677391","International Conference on Digital Human Modeling","2017-09-25"
"2754704957","International Conference on Science in Information Technology","2017-09-25"
"2755258409","Power Conversion Conference","2017-09-25"
"2757030968","Annual Symposium on Computer Application in Medical Care","2017-10-06"
"2898502841","International Conference Electrical Bioimpedance","2018-11-02"
"1122019578","Business Modeling and Software Design","2016-06-24"
"1132202845","International Conference on Informatics in Control, Automation and Robotics","2016-06-24"
"1185392286","International Conference on Image and Signal Processing","2016-06-24"
"2621802131","World Automation Congress","2017-06-15"
"2622409475","International Conference on Communications, Circuits and Systems","2017-06-15"
"2624549483","IEEE Sensors","2017-06-15"
"2754006793","International Conference on Rehabilitation Robotics","2017-09-25"
"2754186610","Euro-Mediterranean Conference","2017-09-25"
"2754723299","International Conference on Artificial Intelligence Planning Systems","2017-09-25"
"2754725756","International Conference on Selected areas in Cryptography","2017-09-25"
"2755018909","International Conference on Circuits","2017-09-25"
"2755154462","International Conference on Body Area Networks","2017-09-25"
"2755825865","International SiGe Technology and Device Meeting","2017-09-25"
"2757036473","Perception and Interactive Technologies","2017-10-06"
"2759576092","Journees Francophones sur les Systemes Multi-Agents","2017-10-06"
"1140902380","Mathematical Methods, Models, and Architectures for Network Security Systems","2016-06-24"
"1147218201","Microelectronics Systems Education","2016-06-24"
"1176128511","Medical Informatics Europe","2016-06-24"
"1180172597","Theory and Practice of Digital Libraries","2016-06-24"
"1198121106","Recent Advances in Intrusion Detection","2016-06-24"
"2622518571","International Conference on Ubiquitous and Future Networks","2017-06-15"
"2624449468","International Workshop on Machine Learning for Signal Processing","2017-06-15"
"2754356673","Photonics Global Conference","2017-09-25"
"2754442425","international conference on Biological and Medical Data Analysis","2017-09-25"
"2755420708","IEEE International Conference on Complex Systems","2017-09-25"
"2755477862","Computer Science On-line Conference","2017-09-25"
"2756467717","International Conference on Future BioMedical Information Engineering","2017-09-25"
"1130873268","Information Processing in Medical Imaging","2016-06-24"
"1142642735","Quantitative Evaluation of Systems","2016-06-24"
"2533620957","IEEE International Software Metrics Symposium","2016-10-28"
"2537178404","IEEE Visualization","2016-10-28"
"2755117030","International Conference on Automatic Control and Dynamic Optimization Techniques","2017-09-25"
"2755187761","Brazilian Power Electronics Conference","2017-09-25"
"2758502524","Green Computing and Communications","2017-10-06"
"1121506370","NASA Formal Methods","2016-06-24"
"1163264588","European Conference on Parallel Processing","2016-06-24"
"2754211491","International Symposium on Advanced Topics in Electrical Engineering","2017-09-25"
"2755026039","IEEE International Conference on Computing, Control and Industrial Engineering","2017-09-25"
"2755705300","International Conference on Optics, Photonics and Energy Engineering","2017-09-25"
"2760555016","Multiple Access Communications","2017-10-06"
"2898091898","Buildings As Material Banks - A Pathway for a Circular Future","2018-11-02"
"1137793517","Passive and Active Network Measurement","2016-06-24"
"1137850760","International Conference on Computer Communications and Networks","2016-06-24"
"1200029762","Motion in Games","2016-06-24"
"1203104074","Advances in Model-Based Software Testing","2016-06-24"
"2621606475","International Teletraffic Congress","2017-06-15"
"2621951043","Hybrid Intelligent Systems","2017-06-15"
"2754781246","ACM Symposium on Applied Computing","2017-09-25"
"2755063170","IEEE International Conference on Cognitive Infocommunications","2017-09-25"
"2755278848","IEEE International Conference on Properties and Applications of Dielectric Materials","2017-09-25"
"2755418679","IEEE International Conference on Intelligent Processing Systems","2017-09-25"
"1171022770","International Conference on Model Transformation","2016-06-24"
"2756151189","Systems Communications","2017-09-25"
"2758907296","Annual Meeting of the IEEE Industry Applications Society","2017-10-06"
"1128095430","Software Engineering and Formal Methods","2016-06-24"
"1162243218","Parallel Processing and Applied Mathematics","2016-06-24"
"1163725243","British National Conference on Databases","2016-06-24"
"2754794370","IEEE International Workshop on Metrology for AeroSpace","2017-09-25"
"2755628779","International Conference on Polymers and Adhesives in Microelectronics and Photonics","2017-09-25"
"2760803309","Mediterranean Conference on Information Systems","2017-10-06"
"1120750887","International Conference on Algorithms and Architectures for Parallel Processing","2016-06-24"
"1133200404","Dynamic Languages Symposium","2016-06-24"
"2606228224","IEEE International Conference on Fuzzy Systems","2017-04-28"
"2754469003","Eurographics Conference on Graphics Hardware","2017-09-25"
"1129447984","Computer Supported Cooperative Work in Design","2016-06-24"
"1188739475","Meeting of the Association for Computational Linguistics","2016-06-24"
"2621773577","International Symposium on Intelligent Control","2017-06-15"
"2621944303","Conference on Optoelectronic and Microelectronic Materials and Devices","2017-06-15"
"2754610831","International Conference on Wireless Mobile Communication and Healthcare","2017-09-25"
"2898522498","Seminar Nasional Pendidikan Matematika","2018-11-02"
"1141159355","Doctoral Conference on Computing, Electrical and Industrial Systems","2016-06-24"
"1180629300","Modeling, Analysis, and Simulation On Computer and Telecommunication Systems","2016-06-24"
"2621730872","International Crimean Conference Microwave and Telecommunication Technology","2017-06-15"
"2754194746","International Conference on Learning and Collaboration Technologies","2017-09-25"
"2754206675","International Workshop on Robot Motion and Control","2017-09-25"
"2755169704","IEEE Latin-American Conference on Communications","2017-09-25"
"2755249682","International Joint Conference on Rough Sets","2017-09-25"
"2757320638","Data Mining in Bioinformatics","2017-10-06"
"2759315770","Ant Colony Optimization and Swarm Intelligence","2017-10-06"
"2760694600","The Cryptographers&#x2019; Track at the RSA Conference","2017-10-06"
"1121623334","Graphics Recognition","2016-06-24"
"2623383938","International Engineering Management Conference","2017-06-15"
"2754863150","IEEE International Conference on Universal Personal Communications","2017-09-25"
"2754982302","International Conference on Computer Engineering and Technology","2017-09-25"
"2755207444","International Conference on Electrical Power Quality and Utilisation","2017-09-25"
"2755464757","International Conference on E-Product E-Service and E-Entertainment","2017-09-25"
"2755509037","Conference on Advanced Research in VLSI","2017-09-25"
"2898404959","International Conference Sustainable Energy and Green Technology","2018-11-02"
"1123704270","International Symposium on Environmental Software Systems","2016-06-24"
"2623018513","International Semiconductor Conference","2017-06-15"
"2754628930","International Conference on Energy and Environment Technology","2017-09-25"
"2758283624","Fast Software Encryption","2017-10-06"
"2898404022","International Conference Agreement Technologies","2018-11-02"
"1120281879","Computer and Information Technology","2016-06-24"
"1137657189","International Conference on Cloud Computing","2016-06-24"
"1161805661","Visual Analytics Science and Technology","2016-06-24"
"1164390529","Communication Systems and Networks","2016-06-24"
"1171774888","International Conference on Information Security and Cryptology","2016-06-24"
"1176514135","International Conference on Conceptual Modeling","2016-06-24"
"2623113034","International Conference on Big Data","2017-06-15"
"2755388662","Programmable Devices and Embedded Systems","2017-09-25"
"2756343272","IEEE Symposium Series on Computational Intelligence","2017-09-25"
"2757348999","Logic and the Foundations of Game and Decision Theory","2017-10-06"
"2898117344","International Conference Enterprise Systems","2018-11-02"
"2898210115","International Workshop Emerging Technologies for Authorization and Authentication","2018-11-02"
"1156238179","International Conference on Design of Communication","2016-06-24"
"1167275352","Formal Modeling and Analysis of Timed Systems","2016-06-24"
"1170044729","Computational Systems Bioinformatics","2016-06-24"
"1203873549","Artificial Intelligence and Symbolic Computation","2016-06-24"
"1191777124","Geometric Modeling and Imaging","2016-06-24"
"1195553545","Types In Languages Design And Implementation","2016-06-24"
"1203269447","International Conference on the Digital Society","2016-06-24"
"2622026361","Iberian Conference on Information Systems and Technologies","2017-06-15"
"2754007415","International Symposium on Telecommunications","2017-09-25"
"2756176944","International Conference on Computer and Computing Technologies in Agriculture","2017-09-25"
"1134440762","Conference on Automated Deduction","2016-06-24"
"1134467612","Discrete Geometry for Computer Imagery","2016-06-24"
"1160432824","Integrated Network Management","2016-06-24"
"1164102497","International Conference on Access Networks","2016-06-24"
"1176219363","International Joint Conference on Automated Reasoning","2016-06-24"
"2622308478","Days on Diffraction","2017-06-15"
"2624416718","International Conference on Microelectronics","2017-06-15"
"2755768477","Joint Conference of International Workshop on Software Measurement and International Conference on Software Process and Product Measurement","2017-09-25"
"2756259286","Future Technologies Conference","2017-09-25"
"2758295094","Symposium On Fusion Technology","2017-10-06"
"1124527938","Real-Time Systems Symposium","2016-06-24"
"1148050328","Iberian Conference on Pattern Recognition and Image Analysis","2016-06-24"
"1161726496","International Conference of Fuzzy Information and Engineering","2016-06-24"
"1179645356","Biomedical Engineering","2016-06-24"
"1202305278","International Conference on Graph Transformation","2016-06-24"
"2606697348","IEEE Automatic Speech Recognition and Understanding Workshop","2017-04-28"
"2621703292","International Conference on Advanced Computing","2017-06-15"
"2622155084","Radio Frequency Integrated Circuits Symposium","2017-06-15"
"2626264198","High Performance Graphics","2017-06-23"
"2754569583","European conference on Evolutionary Computation in Combinatorial Optimization","2017-09-25"
"2755938683","International Conference on Noise and Fluctuations","2017-09-25"
"2757547734","International Workshop and International Workshop on Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques","2017-10-06"
"1152238068","Business Process Management","2016-06-24"
"1156586875","Cross-Language Evaluation Forum","2016-06-24"
"1160919455","International Conference on Software Maintenance","2016-06-24"
"2623109928","International Symposium on Semiconductor Manufacturing","2017-06-15"
"2754024197","International Conference on Power Electronics and Intelligent Transportation System","2017-09-25"
