"id","name","ispartof","location","homepage","timeline.owl#start","timeline.owl#end","abstractregistrationdate","notificationduedate","submissiondeadlinedate","finalversionduedate","created"
"565421745","BNCOD 2011","1163725243","http://dbpedia.org/resource/Manchester","http://bncod2011.cs.man.ac.uk/","2011-07-12","2011-07-14","2011-02-07","2011-04-04","2011-02-14","2011-05-02","2016-06-24"
"567497190","CIBB 2015","1194858622","http://dbpedia.org/resource/Naples","http://bioinfo.na.iac.cnr.it/cibb2015/","2015-09-10","2015-09-12",NULL,"2015-06-12","2015-04-10","2015-07-10","2016-06-24"
"579637685","EC-Web 2014","1184014513","http://dbpedia.org/resource/Munich","http://www.dexa.org/node/1","2014-09-01","2014-09-05",NULL,NULL,"2014-03-07",NULL,"2016-06-24"
"601257827","ICFP 2011","1162793720","http://dbpedia.org/resource/Tokyo","http://www.icfpconference.org/icfp2011","2011-09-19","2011-09-21","2011-03-17","2011-05-30","2011-03-24","2011-07-01","2016-06-24"
"619332448","ICN 2015","1147859159","http://dbpedia.org/resource/Barcelona","http://www.iaria.org/conferences2015/ICN15.html","2015-04-19","2015-04-23",NULL,NULL,"2014-11-24",NULL,"2016-06-24"
"620777699","Globe 2014","1152803012","http://dbpedia.org/resource/Munich","http://www.dexa.org/node/1","2014-09-01","2014-09-05",NULL,NULL,"2014-03-07",NULL,"2016-06-24"
"654942283","IE 2012","2621799570","http://dbpedia.org/resource/Guanajuato_City","http://www.intenv.org/?q=conferences/ie12","2012-06-26","2012-06-29",NULL,"2012-03-14","2012-01-14","2012-04-16","2016-06-24"
"655851099","ICORES 2012","1153010150","http://dbpedia.org/resource/Vilamoura","http://www.icores.org","2012-02-04","2012-02-06",NULL,"2011-11-16","2011-10-24","2011-11-30","2016-06-24"
"657302089","CSMR&#039; 2010","1145597874","http://dbpedia.org/resource/Madrid","http://www.sait.escet.urjc.es/csmr2010","2010-03-15","2010-03-15",NULL,NULL,"2009-10-09",NULL,"2016-06-24"
"2321893204","FPS 2015","1120507025","http://dbpedia.org/resource/Clermont-Ferrand","http://confiance-numerique.clermont-universite.fr/fps2015/","2015-10-26","2015-10-28",NULL,"2015-08-17","2015-06-14","2015-09-13","2016-06-24"
"2330656446","ICPR 2016","1131605622","http://dbpedia.org/resource/Cancún","http://www.icpr2016.org/site/","2016-12-04","2016-12-08",NULL,"2016-07-10","2016-04-03","2016-09-04","2016-06-24"
"2333292929","ASP-DAC 2016","1137823534","http://dbpedia.org/resource/Macau","http://www.amsv.umac.mo/aspdac2016/","2016-01-25","2016-01-28",NULL,"2015-09-14","2015-07-08","2015-11-09","2016-06-24"
"2333865284","GIR 2014","1204605585","http://dbpedia.org/resource/Dallas","http://www.geo.uzh.ch/~rsp/gir14/index.html","2014-11-04","2014-11-04",NULL,NULL,"2014-09-07",NULL,"2016-06-24"
"2583854837","PPoPP 2017","1147236337","http://dbpedia.org/resource/Austin,_Texas","http://conf.researchr.org/home/PPoPP-2017","2017-02-04","2017-02-08",NULL,NULL,NULL,NULL,"2017-02-10"
"2605923993","ICISC 2017","1171774888","http://dbpedia.org/resource/Coimbatore","http://icisc2017.com","2017-01-19","2017-01-20",NULL,NULL,NULL,NULL,"2017-04-28"
"2606335759","SCAI 2017","1133014621","http://dbpedia.org/resource/Hamamatsu","http://www.iaiai.org/conference/aai2017","2017-07-09","2017-07-13",NULL,NULL,"2017-03-21",NULL,"2017-04-28"
"2623274452","AISTATS 2013","2622962978","http://dbpedia.org/resource/Scottsdale,_Arizona","http://www.aistats.org/aistats2013/","2013-04-29","2013-05-01",NULL,"2013-02-09","2012-11-15",NULL,"2017-06-15"
"2624738251","ICCES 2006","2624304173","http://dbpedia.org/resource/Cairo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2624894016","ICICIP 2015","2621438740","http://dbpedia.org/resource/Wuhan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2624906396","NAFIPS 2010","2623910026","http://dbpedia.org/resource/Toronto",NULL,"2010-07-12","2010-07-14",NULL,NULL,NULL,NULL,"2017-06-23"
"2624961551","ICCST 2010","2622554062","http://dbpedia.org/resource/San_Jose,_California",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625468875","3DTV-CON 2010","2622942165","http://dbpedia.org/resource/Tampere",NULL,"2010-06-07","2010-06-09",NULL,NULL,NULL,NULL,"2017-06-23"
"126913582","ISCAS 2014","1192710900","http://dbpedia.org/resource/Melbourne","http://iscas2014.org/","2014-06-01","2014-06-05",NULL,"2014-01-10","2013-10-18","2014-02-14","2016-06-24"
"2625650514","TrustCom 2015","2626753082","http://dbpedia.org/resource/Helsinki","https://research.comnet.aalto.fi/Trustcom2015/","2015-08-20","2015-08-22",NULL,"2015-05-31","2015-04-20",NULL,"2017-06-23"
"2625676845","APEC 2001","2624557529","http://dbpedia.org/resource/Anaheim,_California",NULL,"2001-03-04","2001-03-08",NULL,NULL,NULL,NULL,"2017-06-23"
"2626014860","SENSORS 2005","2624549483","http://dbpedia.org/resource/Irvine,_California",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626272121","3DTV-CON 2016","2622942165","http://dbpedia.org/resource/Hamburg",NULL,"2016-07-04","2016-07-06",NULL,NULL,NULL,NULL,"2017-06-23"
"2626690327","3DTV-CON 2017","2622942165","http://dbpedia.org/resource/Copenhagen",NULL,"2017-06-07","2017-06-09",NULL,"2017-05-01","2017-04-21","2017-05-12","2017-06-23"
"2626802733","ARFTG 2011","2621844816","http://dbpedia.org/resource/Tempe,_Arizona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626824659","ICUWB 2016","2622835322","http://dbpedia.org/resource/Nanjing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2647645843","IEDM 1998","2624381848","http://dbpedia.org/resource/San_Francisco",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-30"
"2648897257","ICSP 2000","2622739841","http://dbpedia.org/resource/Beijing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-30"
"2697279117","ICMTS 1998","2622842568","http://dbpedia.org/resource/Ishikawa_Prefecture",NULL,"1998-03-23","1998-03-26",NULL,NULL,NULL,NULL,"2017-06-30"
"2786510429","CCS 2014","1198471430","http://dbpedia.org/resource/Scottsdale,_Arizona","https://www.sigsac.org/ccs/CCS2014/","2014-11-03","2014-11-07",NULL,"2014-07-22","2014-05-16","2014-08-24","2018-02-23"
"2789707872","POPL 2001","1160032607","http://dbpedia.org/resource/London",NULL,"2001-01-17","2001-01-19",NULL,NULL,NULL,NULL,"2018-03-29"
"2790647450","VLDB 1997","1133523790","http://dbpedia.org/resource/Athens","http://www.vldb.org/archives/website/1997/","1997-08-26","1997-08-29",NULL,NULL,NULL,NULL,"2018-03-29"
"2790914017","STOC 1998","1190910084","http://dbpedia.org/resource/Dallas",NULL,"1998-05-23","1998-05-26",NULL,NULL,NULL,NULL,"2018-03-29"
"2791403020","FOCS 2005","1150208541","http://dbpedia.org/resource/Pittsburgh","http://ieee-focs.org/focs2005/","2005-10-22","2005-10-25",NULL,"2005-06-24","2005-04-08","2005-08-05","2018-03-29"
"2791957844","PODS 1985","1184151122","http://dbpedia.org/resource/Portland,_Oregon",NULL,"1985-03-25","1985-03-27",NULL,NULL,NULL,NULL,"2018-03-29"
"2792040018","POPL 1982","1160032607","http://dbpedia.org/resource/Albuquerque,_New_Mexico",NULL,"1982-01-25","1982-01-27",NULL,NULL,NULL,NULL,"2018-03-29"
"2792261564","RTSS 1993","1124527938","http://dbpedia.org/resource/Research_Triangle",NULL,"1993-12-01","1993-12-03",NULL,NULL,NULL,NULL,"2018-03-29"
"2792418840","HTL 2001","1173951661","http://dbpedia.org/resource/San_Diego",NULL,"2001-03-18","2001-03-21",NULL,NULL,NULL,NULL,"2018-03-29"
"2793897755","IJCAI 1985","1203999783","http://dbpedia.org/resource/Los_Angeles",NULL,"1985-08-18","1985-08-23",NULL,NULL,NULL,NULL,"2018-03-29"
"2793915636","MICRO 1986","1150919317","http://dbpedia.org/resource/New_York_City",NULL,"1986-10-15","1986-10-17",NULL,NULL,NULL,NULL,"2018-03-29"
"2913821712","ATS 1929","2708360643","http://dbpedia.org/resource/Atlantic_City,_New_Jersey",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-21"
"2997495104","SIGIR 2020","1140684652","http://dbpedia.org/resource/Xi'an","https://sigir.org/sigir2020/","2020-07-25","2020-07-30","2020-01-15","2020-05-01","2020-01-22",NULL,"2020-01-10"
"2998188171","MobiCom 2020","1123349196","http://dbpedia.org/resource/London","https://sigmobile.org/mobicom/2020/","2020-09-21","2020-09-25","2020-03-07","2020-05-19","2020-03-11",NULL,"2020-01-10"
"2222460","Ada-Europe 2014","1201175904","http://dbpedia.org/resource/Paris","http://www.ada-europe.org/conference2014","2014-06-23","2014-06-27",NULL,"2014-02-16","2013-12-08","2014-03-16","2016-06-24"
"2449059","HASE 2012","1173836718","http://dbpedia.org/resource/Omaha,_Nebraska","http://hase2012.ist.unomaha.edu/","2012-10-25","2012-10-27",NULL,"2012-08-31","2012-07-15","2012-09-09","2016-06-24"
"25402134","MCU 2013","1182245819","http://dbpedia.org/resource/Zürich","http://mcu2013.ini.uzh.ch/","2013-09-09","2013-09-12",NULL,"2013-06-08","2013-04-30","2013-06-30","2016-06-24"
"49418672","DASFAA 2014","1184699546","http://dbpedia.org/resource/Bali","http://www.dasfaa2014.org/","2014-04-21","2014-04-24","2013-11-01","2014-01-13","2013-11-11","2014-01-31","2016-06-24"
"55072754","ICMLA 2013","1138691947","http://dbpedia.org/resource/Miami","http://icmla-conference.org/icmla13/","2013-12-04","2013-12-07",NULL,"2013-09-10","2013-07-22","2013-10-10","2016-06-24"
"61317894","SoCG 2015","1143959562","http://dbpedia.org/resource/Eindhoven","http://www.win.tue.nl/SoCG2015/?page_id=26","2015-06-22","2015-06-25","2014-11-21","2015-02-11","2014-12-01","2015-03-23","2016-06-24"
"64051046","ICMLA 2009","1138691947","http://dbpedia.org/resource/Miami","http://www.icmla-conference.org/icmla09/","2009-12-13","2009-12-15",NULL,"2000-09-07",NULL,"2009-10-01","2016-06-24"
"71402988","SNPD 2014","1184170611","http://dbpedia.org/resource/Las_Vegas","http://www.acisinternational.org/snpd2014/","2014-06-30","2014-07-02",NULL,"2014-03-01","2014-02-01","2014-04-20","2016-06-24"
"76654715","ACM ASSETS 2014","1175428454","http://dbpedia.org/resource/Rochester,_New_York","http://assets14.sigaccess.org/index.html","2014-10-20","2014-10-22",NULL,"2014-06-13","2014-05-09",NULL,"2016-06-24"
"107966564","PHOTOPTICS 2015","2760367195","http://dbpedia.org/resource/Berlin","http://www.photoptics.org","2015-03-12","2015-03-14",NULL,NULL,NULL,NULL,"2016-06-24"
"110230288","BIOKDD 2011","2757320638","http://dbpedia.org/resource/San_Diego","http://bio.informatics.iupui.edu/biokdd11","2011-08-21","2011-08-24",NULL,"2011-06-19","2011-05-13","2011-07-01","2016-06-24"
"111212706","VCIP 2013","1175927799","http://dbpedia.org/resource/Kuching","http://www.vcip2013.org","2013-11-17","2013-11-20",NULL,"2013-07-26","2013-05-17","2013-08-16","2016-06-24"
"120029738","CoopIS 2011","1147734270","http://dbpedia.org/resource/Crete","http://www.onthemove-conferences.org/index.php/coopis2011","2011-10-19","2011-10-21","2011-06-22","2011-08-02","2011-06-29","2011-08-13","2016-06-24"
"146469537","MDM 2014","1134031032","http://dbpedia.org/resource/Brisbane","http://www.mdmconferences.org/mdm2014","2014-07-14","2014-07-18","2014-01-08",NULL,"2014-01-15",NULL,"2016-06-24"
"177249808","POPL 2011","1160032607","http://dbpedia.org/resource/San_people","http://www.cse.psu.edu/popl/11/","2011-01-26","2011-01-28","2010-07-08","2010-10-03","2010-07-15","2010-11-09","2016-06-24"
"178997581","TSD 2008","1142381819","http://dbpedia.org/resource/Brno","http://www.tsdconference.org/","2008-09-08","2008-09-12","2008-03-15","2008-05-15","2008-03-22",NULL,"2016-06-24"
"205356472","NOMS 2008","1156703377","http://dbpedia.org/resource/Salvador,_Bahia","http://www.ieee-noms.org/2008/","2008-04-07","2008-04-11","2007-10-01",NULL,"2008-01-15",NULL,"2016-06-24"
"615232235","ICCCI 2015","1150140640","http://dbpedia.org/resource/Madrid","http://antares.sip.ucm.es/iccci2015/index.php","2015-09-21","2015-09-23",NULL,"2015-05-15","2015-03-20","2015-06-15","2016-06-24"
"633828193","ICFEM 2009","1133365479","http://dbpedia.org/resource/Rio_de_Janeiro","http://icfem09.inf.puc-rio.br","2009-12-09","2009-12-12","2009-07-13","2009-09-08","2009-07-20","2009-09-21","2016-06-24"
"640321425","BIODEVICES 2013","1195359883","http://dbpedia.org/resource/Barcelona","http://www.biostec.org","2013-02-11","2013-02-11",NULL,NULL,"2012-07-20",NULL,"2016-06-24"
"2324197474","FM 2016","1169806927","http://dbpedia.org/resource/Limassol","http://fm2016.cs.ucy.ac.cy/","2016-11-07","2016-11-11","2016-05-16","2016-08-08","2016-05-30",NULL,"2016-06-24"
"2330045252","BIOSTEC 2016","1151509452","http://dbpedia.org/resource/Rome","http://www.biostec.org/","2016-02-21","2016-02-23",NULL,"2015-12-02","2015-09-10",NULL,"2016-06-24"
"2332966985","SPAA 2016","1159477486","http://dbpedia.org/resource/Asilomar_State_Beach","http://spaa.acm.org/","2016-07-11","2016-07-13",NULL,"2016-04-22","2016-02-05",NULL,"2016-06-24"
"2333923399","SAB 2016","1119484956","http://dbpedia.org/resource/Aberystwyth","http://www.sab2016.org","2016-08-24","2016-08-26",NULL,"2016-05-16","2016-03-21",NULL,"2016-06-24"
"2606329399","EACL 2017","1188587990","http://dbpedia.org/resource/Valencia","http://eacl2017.org/","2017-04-03","2017-04-07",NULL,NULL,"2016-09-30",NULL,"2017-04-28"
"2625092070","CCA 2013","2623196460","http://dbpedia.org/resource/Hyderabad",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625162404","MILCOM 2009","2624605703","http://dbpedia.org/resource/Boston",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625311920","ATNAC 2008","2621814418","http://dbpedia.org/resource/Adelaide",NULL,"2008-12-07","2008-12-10",NULL,NULL,NULL,NULL,"2017-06-23"
"2625430465","RFIC 2010","2622155084","http://dbpedia.org/resource/Anaheim,_California",NULL,"2010-05-23","2010-05-25",NULL,NULL,NULL,NULL,"2017-06-23"
"2626158904","VLSIC 2005","2624024286","http://dbpedia.org/resource/Kyoto",NULL,"2005-06-16","2005-06-18",NULL,NULL,NULL,NULL,"2017-06-23"
"2626164606","NEBEC 2015","2623712003","http://dbpedia.org/resource/Troy,_New_York",NULL,"2015-04-17","2015-04-19",NULL,NULL,NULL,NULL,"2017-06-23"
"2626255592","ICM 2006","2624416718","http://dbpedia.org/resource/Dhahran",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626319596","MIXDES 2015","2624270627","http://dbpedia.org/resource/Toruń",NULL,"2015-06-25","2015-06-27",NULL,NULL,NULL,NULL,"2017-06-23"
"2626887167","BioCAS 2016","2624314910","http://dbpedia.org/resource/Shanghai","http://biocas2016.org/",NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2647354484","MWP 2002","2623597369","http://dbpedia.org/resource/Hyōgo_Prefecture",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-30"
"2707818214","VLSIC 1998","2624024286","http://dbpedia.org/resource/Honolulu",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-30"
"2790493855","S&amp;P 2001","1163618098","http://dbpedia.org/resource/Oakland,_California","http://www.ieee-security.org/TC/SP01/program.html","2001-05-13","2001-05-16",NULL,NULL,NULL,NULL,"2018-03-29"
"2791522497","KR 1998","1155137614","http://dbpedia.org/resource/Trento","http://www.kr.org/KR1998/","1998-06-02","1998-06-05",NULL,"1998-02-02","1997-11-26","1998-03-17","2018-03-29"
"2792140960","ICNP 2018","1156688768","http://dbpedia.org/resource/Cambridge","http://icnp18.cs.ucr.edu/","2018-09-24","2018-09-27","2018-05-14","2018-07-18","2018-05-21","2018-08-15","2018-03-29"
"2792660429","SIGMETRICS 1994","1131589359","http://dbpedia.org/resource/Nashville,_Tennessee",NULL,"1994-05-16","1994-05-20",NULL,NULL,NULL,NULL,"2018-03-29"
"2921219658","IMS 1996","2622908915","http://dbpedia.org/resource/San_Francisco",NULL,"1996-06-17","1996-06-21",NULL,NULL,NULL,NULL,"2019-03-22"
"4066006","CBMI 2015","1204255636","http://dbpedia.org/resource/Prague","http://www.siret.cz/cbmi2015","2015-06-10","2015-06-12",NULL,NULL,"2015-02-16",NULL,"2016-06-24"
"25979911","IEEM 2009","1141689323","http://dbpedia.org/resource/Hong_Kong","http://www.ieem2009.org","2009-12-08","2009-12-11",NULL,"2009-08-01","2009-06-01","2009-09-01","2016-06-24"
"31397291","ISCIS 2010","1125967516","http://dbpedia.org/resource/London","http://san.ee.ic.ac.uk/iscis2010/","2010-09-22","2010-09-24",NULL,NULL,"2010-03-01",NULL,"2016-06-24"
"38907720","CogART 2010","1121797035","http://dbpedia.org/resource/Rome","http://www.isabelconference.com/index.php?page=cogART_2010","2010-11-08","2010-11-10",NULL,"2010-09-15","2010-07-15","2010-09-30","2016-06-24"
"46537856","HICSS-43 2010","1164519180","http://dbpedia.org/resource/Koloa,_Hawaii","http://www.hicss.hawaii.edu/HICSS_43/apahome43.htm","2010-01-05","2010-01-08",NULL,"2009-08-15","2009-06-15","2009-09-15","2016-06-24"
"60818115","SEKE 2015","1173770489","http://dbpedia.org/resource/Pittsburgh","http://www.ksi.edu/seke/seke15.html","2015-07-06","2015-07-08",NULL,"2015-04-20","2015-03-01",NULL,"2016-06-24"
"76506454","GECCO 2008","1140000399","http://dbpedia.org/resource/Atlanta","http://www.sigevo.org/gecco-2008/","2008-07-12","2008-07-16",NULL,NULL,"2008-01-30",NULL,"2016-06-24"
"83633207","LAGOS 2009","2760496867","http://dbpedia.org/resource/Gramado","http://www.inf.ufrgs.br/lagos09","2009-11-03","2009-11-07",NULL,"2009-07-31","2009-05-17","2009-09-04","2016-06-24"
"118534158","ICFCA 2014","1125063881","http://dbpedia.org/resource/Cluj-Napoca","http://www.cs.ubbcluj.ro/icfca14/","2014-06-10","2014-06-13",NULL,"2014-03-01","2013-01-10","2014-03-15","2016-06-24"
"143488275","CSCWD 2015","1129447984","http://dbpedia.org/resource/Calabria","http://2015.cscwd.org/","2015-05-06","2015-05-08",NULL,"2015-01-31","2014-11-30","2015-03-15","2016-06-24"
"158503967","ISNN 2008","1161424158","http://dbpedia.org/resource/Beijing","http://www.csai.tsinghua.edu.cn/~isnn2008","2008-09-24","2008-09-28",NULL,NULL,"2008-02-15",NULL,"2016-06-24"
"173399042","PADL 2014","1124147936","http://dbpedia.org/resource/San_Diego","http://www.ist.unomaha.edu/padl2014/","2014-01-20","2014-01-21","2013-09-06","2013-10-21","2013-09-13","2013-11-10","2016-06-24"
"179319367","ICEEI 2014","1163059802","http://dbpedia.org/resource/Bali","http://www.iceei.org/","2014-09-26","2014-09-27",NULL,"2014-07-30","2014-07-10","2014-08-15","2016-06-24"
"179480524","LATA 2008","1184527398","http://dbpedia.org/resource/Tarragona","http://www.grlmc.com","2008-03-13","2008-03-19",NULL,NULL,"2007-11-23",NULL,"2016-06-24"
"195249723","RWS 2009","2758706252","http://dbpedia.org/resource/San_Diego","http://www.rawcon.org/RWS09_CFP_a2.pdf","2009-01-16","2009-01-23",NULL,NULL,"2008-07-14",NULL,"2016-06-24"
"560954409","PaCT 2015","2757151199","http://dbpedia.org/resource/Petrozavodsk","http://ssd.sscc.ru/conference/pact2015/","2015-08-31","2015-09-04",NULL,"2015-04-15","2015-02-15","2015-05-25","2016-06-24"
"603756965","LOPSTR 2015","1168175394","http://dbpedia.org/resource/University_of_Siena","http://alpha.diism.unisi.it/lopstr15/","2015-07-13","2015-07-15","2015-04-06","2015-05-25","2015-04-13","2015-06-15","2016-06-24"
"626649438","ICNP 2015","1156688768","http://dbpedia.org/resource/San_Francisco","http://icnp15.cs.ucr.edu/","2015-11-10","2015-11-13",NULL,"2015-06-30","2015-05-08","2015-08-15","2016-06-24"
"643527077","ANSS 2014","1158388210","http://dbpedia.org/resource/Tampa_International_Airport","http://www.scs.org/springsim","2014-04-13","2014-04-16",NULL,NULL,"2013-10-25",NULL,"2016-06-24"
"2320728427","IWDW 2016","1200343872","http://dbpedia.org/resource/2008_Summer_Olympics","http://www.iwdw.net/","2016-09-17","2016-09-19",NULL,"2016-08-01","2016-06-15","2016-09-01","2016-06-24"
"2583708988","RTSS 2017","1124527938","http://dbpedia.org/resource/Paris","http://2017.rtss.org/","2017-12-05","2017-12-08",NULL,"2017-07-10","2017-05-01","2017-10-02","2017-02-10"
"2605975315","CIAA 2017","2757866354","http://dbpedia.org/resource/Marne","http://ciaa17.univ-mlv.fr/","2017-06-27","2017-06-30",NULL,NULL,"2017-03-01",NULL,"2017-04-28"
"2606032505","ESORICS 2017","1183679797","http://dbpedia.org/resource/Oslo","https://www.ntnu.edu/web/esorics2017/","2017-09-11","2017-09-15",NULL,NULL,"2017-04-19",NULL,"2017-04-28"
"2606306574","ITiCSE 2017","1167012292","http://dbpedia.org/resource/University_of_Bologna","https://eventi.unibo.it/iticse2017","2017-07-01","2017-07-05",NULL,NULL,"2017-01-15",NULL,"2017-04-28"
"2606657948","EvoBIO 2017","1129450674","http://dbpedia.org/resource/Amsterdam","http://www.evostar.org/2017","2017-04-19","2017-04-21",NULL,NULL,"2016-11-01",NULL,"2017-04-28"
"2625250541","IECON 2018","2623571572","http://dbpedia.org/resource/Washington,_D.C.",NULL,"2018-10-21","2018-10-23",NULL,NULL,NULL,NULL,"2017-06-23"
"2625411730","MELECON 2010","2622319481","http://dbpedia.org/resource/Valletta",NULL,"2010-04-26","2010-04-28",NULL,NULL,NULL,NULL,"2017-06-23"
"2625501345","ISSE 2010","2623496199","http://dbpedia.org/resource/Warsaw",NULL,"2010-05-12","2010-05-16",NULL,NULL,NULL,NULL,"2017-06-23"
"2625545134","ICMSE 2013","2624357312","http://dbpedia.org/resource/Harbin",NULL,"2013-07-17","2013-07-19",NULL,NULL,NULL,NULL,"2017-06-23"
"2625581616","APEDE 2010","2622814204","http://dbpedia.org/resource/Saratov",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625944714","ELMAR 2016","2622322192","http://dbpedia.org/resource/Zadar","http://www.elmar-zadar.org/2016/","2016-09-12","2016-09-14",NULL,NULL,NULL,NULL,"2017-06-23"
"2626088386","Allerton 2011","2622911331","http://dbpedia.org/resource/Monticello,_Illinois",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626558490","CCA 2014","2623196460",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626639824","RTAS 2004","1190910256","http://dbpedia.org/resource/Toronto",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626646687","A-SSCC 2008","2621920664","http://dbpedia.org/resource/Fukuoka",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626751321","AIM 2008","2624199261","http://dbpedia.org/resource/Xi'an",NULL,"2008-07-02","2008-07-05",NULL,NULL,NULL,NULL,"2017-06-23"
"2626802892","ICUFN 2009","2622518571","http://dbpedia.org/resource/Hong_Kong","http://2009.icufn.org/","2009-06-07","2009-06-09",NULL,NULL,NULL,NULL,"2017-06-23"
"2626932925","SIGMOD 2018","1175089206","http://dbpedia.org/resource/Houston","http://sigmod2018.org/","2018-06-10","2018-06-15","2017-10-26","2018-03-05","2017-11-02","2018-03-23","2017-06-23"
"2626967399","ELECO 2009","2622002070","http://dbpedia.org/resource/Bursa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2627055425","PCIC 2007","2623864115","http://dbpedia.org/resource/Calgary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2785063166","SIGIR 2006","1140684652","http://dbpedia.org/resource/Seattle","http://sigir.org/sigir2006/","2006-08-06","2006-08-11",NULL,NULL,NULL,NULL,"2018-02-02"
"2890589057","ICOIN 2019","1140240273","http://dbpedia.org/resource/Kuala_Lumpur","http://icoin.org/","2019-01-09","2019-01-11",NULL,"2018-10-26","2018-09-28","2018-11-09","2018-09-27"
"2914569833","ATS 2003","2708360643","http://dbpedia.org/resource/Seattle",NULL,"2003-05-16","2003-05-21",NULL,NULL,NULL,NULL,"2019-02-21"
"2376518","GLOBECOM 2015","1131420910","http://dbpedia.org/resource/San_Diego","http://globecom2015.ieee-globecom.org/","2015-12-06","2015-12-10",NULL,NULL,"2015-04-01",NULL,"2016-06-24"
"30198181","JCDL 2011","1169258207","http://dbpedia.org/resource/Ottawa","http://jcdl2011.org/ExtendedCallForPapers","2011-06-13","2011-06-17",NULL,"2011-03-14","2011-01-23",NULL,"2016-06-24"
"42186133","CogART 2011","1121797035","http://dbpedia.org/resource/Barcelona","http://www.isabelconference.com/index.php?page=cogart","2011-10-26","2011-10-29",NULL,"2011-09-15","2011-07-31","2011-09-30","2016-06-24"
"47675017","ICDCS 2009","1200222865","http://dbpedia.org/resource/Frankfort,_Kentucky","http://www.icdcs.org","2009-12-04","2009-12-06",NULL,"2009-08-10","2009-07-01","2009-09-05","2016-06-24"
"56765460","ICLP 2010","1201110412","http://dbpedia.org/resource/Edinburgh","http://www.floc-conference.org/meetings.html#iclp","2010-07-16","2010-07-19","2010-01-26","2010-03-23","2010-02-02","2010-04-21","2016-06-24"
"63569184","ETFA 2013","1179408524","http://dbpedia.org/resource/Cagliari","http://www.etfa2013.org ","2013-09-10","2013-09-13",NULL,NULL,"2013-03-15",NULL,"2016-06-24"
"67628488","ICONIP 2010","1183580825","http://dbpedia.org/resource/Sydney","http://cs.anu.edu.au/iconip2010/","2010-11-22","2010-11-25",NULL,"2010-08-23","2010-08-06","2010-09-06","2016-06-24"
"67957917","CDS 2008","1187089339","http://dbpedia.org/resource/Beijing","http://cs.acadiau.ca/cids/workshops/cds2008/","2008-06-17","2008-06-20",NULL,NULL,"2008-01-05",NULL,"2016-06-24"
"87975281","MICRO 2010","1150919317","http://dbpedia.org/resource/Atlanta","http://www.microarch.org/micro43","2010-12-04","2010-12-08",NULL,"2010-08-16","2010-06-11",NULL,"2016-06-24"
"97073129","IDA 2012","1201250571","http://dbpedia.org/resource/Helsinki","http://ida2012.org/","2012-10-25","2012-10-27",NULL,"2012-07-14","2012-05-12","2012-08-11","2016-06-24"
"97450955","EGSR 2011","1200430907","http://dbpedia.org/resource/Prague","http://egsr2011.mff.cuni.cz/","2011-06-27","2011-06-29","2011-04-05","2011-04-14","2011-04-08","2011-05-27","2016-06-24"
"107526505","GCB 2009","1199981023","http://dbpedia.org/resource/Halle_(Saale)","http://www.gcb2009.de","2009-09-28","2009-09-30",NULL,"2009-06-29","2009-05-17","2009-07-20","2016-06-24"
"123083806","ICMLA 2012","1138691947","http://dbpedia.org/resource/Boca_Raton,_Florida","http://www.icmla-conference.org/icmla12/","2012-12-12","2012-12-15",NULL,"2012-09-18","2012-07-20","2012-10-08","2016-06-24"
"136237701","AINA 2012","1187330200","http://dbpedia.org/resource/Fukuoka","http://www.aina-conference.org/2012/","2012-03-26","2012-03-29",NULL,"2011-11-15","2011-10-15","2011-11-22","2016-06-24"
"136480345","ICWSM 2010","1124713781","http://dbpedia.org/resource/Washington,_D.C.","http://www.icwsm.org/2010/index.shtml","2010-05-23","2010-05-26",NULL,"2010-03-03","2010-01-08","2010-03-12","2016-06-24"
